order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,order_date,order_year,order_month,order_day
18092,14547,cancelled,f,2025-11-22 18:21:18+00:00,,,,1,2025-11-22,2025.0,11.0,22.0
18093,14549,cancelled,f,2021-06-05 06:10:41+00:00,,,,2,2021-06-05,2021.0,6.0,5.0
18096,14550,cancelled,f,2023-07-18 09:53:00+00:00,,,,1,2023-07-18,2023.0,7.0,18.0
18105,14554,cancelled,f,2025-06-25 08:32:20+00:00,,,,1,2025-06-25,2025.0,6.0,25.0
18109,14557,cancelled,f,2023-12-09 10:49:42+00:00,,,,1,2023-12-09,2023.0,12.0,9.0
18127,14564,cancelled,f,2023-03-20 03:57:29+00:00,,,,1,2023-03-20,2023.0,3.0,20.0
18130,14564,cancelled,f,2023-06-10 09:02:26+00:00,,,,1,2023-06-10,2023.0,6.0,10.0
18140,14569,cancelled,f,2022-08-24 14:22:31+00:00,,,,2,2022-08-24,2022.0,8.0,24.0
18156,14578,cancelled,f,2025-11-30 11:59:25+00:00,,,,1,2025-11-30,2025.0,11.0,30.0
18161,14582,cancelled,f,2024-02-27 07:03:21+00:00,,,,1,2024-02-27,2024.0,2.0,27.0
18168,14589,cancelled,f,2025-01-21 11:02:36+00:00,,,,1,2025-01-21,2025.0,1.0,21.0
18170,14591,cancelled,f,2021-05-23 05:47:54+00:00,,,,2,2021-05-23,2021.0,5.0,23.0
18175,14594,cancelled,f,2020-10-25 19:59:03+00:00,,,,3,2020-10-25,2020.0,10.0,25.0
18182,14598,cancelled,f,2021-02-12 12:56:21+00:00,,,,1,2021-02-12,2021.0,2.0,12.0
18194,14605,cancelled,f,2023-11-02 18:58:56+00:00,,,,1,2023-11-02,2023.0,11.0,2.0
18208,14611,cancelled,f,2025-11-15 23:52:45+00:00,,,,1,2025-11-15,2025.0,11.0,15.0
18209,14612,cancelled,f,2024-04-01 23:25:19+00:00,,,,1,2024-04-01,2024.0,4.0,1.0
18225,14620,cancelled,f,2025-04-16 19:58:54+00:00,,,,2,2025-04-16,2025.0,4.0,16.0
18239,14628,cancelled,f,2026-01-16 23:44:12+00:00,,,,1,2026-01-16,2026.0,1.0,16.0
18256,14642,cancelled,f,2021-12-29 02:09:39+00:00,,,,2,2021-12-29,2021.0,12.0,29.0
18264,14652,cancelled,f,2020-01-07 21:27:49+00:00,,,,3,2020-01-07,2020.0,1.0,7.0
18276,14662,cancelled,f,2025-07-02 09:59:53+00:00,,,,1,2025-07-02,2025.0,7.0,2.0
18290,14673,cancelled,f,2026-03-14 22:17:53+00:00,,,,2,2026-03-14,2026.0,3.0,14.0
18302,14682,cancelled,f,2024-02-17 14:58:30+00:00,,,,1,2024-02-17,2024.0,2.0,17.0
18332,14705,cancelled,f,2025-11-05 20:49:50+00:00,,,,1,2025-11-05,2025.0,11.0,5.0
18342,14713,cancelled,f,2026-03-11 06:45:52+00:00,,,,2,2026-03-11,2026.0,3.0,11.0
18363,14728,cancelled,f,2025-07-16 21:44:03+00:00,,,,1,2025-07-16,2025.0,7.0,16.0
18367,14732,cancelled,f,2025-11-28 16:35:58+00:00,,,,1,2025-11-28,2025.0,11.0,28.0
18380,14741,cancelled,f,2025-03-02 19:03:37+00:00,,,,1,2025-03-02,2025.0,3.0,2.0
18384,14745,cancelled,f,2025-12-29 12:28:20+00:00,,,,1,2025-12-29,2025.0,12.0,29.0
18388,14749,cancelled,f,2023-06-02 09:01:45+00:00,,,,1,2023-06-02,2023.0,6.0,2.0
18393,14752,cancelled,f,2025-03-04 16:34:17+00:00,,,,1,2025-03-04,2025.0,3.0,4.0
18398,14754,cancelled,f,2025-07-30 22:44:14+00:00,,,,1,2025-07-30,2025.0,7.0,30.0
18399,14755,cancelled,f,2024-01-20 06:16:03+00:00,,,,4,2024-01-20,2024.0,1.0,20.0
18409,14763,cancelled,f,2025-08-29 23:00:32+00:00,,,,1,2025-08-29,2025.0,8.0,29.0
18431,14780,cancelled,f,2022-04-12 09:45:42+00:00,,,,1,2022-04-12,2022.0,4.0,12.0
18437,14784,cancelled,f,2026-03-14 22:57:30+00:00,,,,1,2026-03-14,2026.0,3.0,14.0
18448,14795,cancelled,f,2021-09-15 04:11:16+00:00,,,,1,2021-09-15,2021.0,9.0,15.0
18469,14815,cancelled,f,2026-03-10 01:50:59+00:00,,,,1,2026-03-10,2026.0,3.0,10.0
18490,14829,cancelled,f,2024-02-23 12:05:36+00:00,,,,1,2024-02-23,2024.0,2.0,23.0
18510,14845,cancelled,f,2026-02-06 11:05:27+00:00,,,,1,2026-02-06,2026.0,2.0,6.0
18511,14846,cancelled,f,2026-02-27 11:28:00+00:00,,,,1,2026-02-27,2026.0,2.0,27.0
18524,14855,cancelled,f,2026-02-06 11:14:21+00:00,,,,2,2026-02-06,2026.0,2.0,6.0
18535,14864,cancelled,f,2025-09-01 00:15:24+00:00,,,,1,2025-09-01,2025.0,9.0,1.0
18538,14865,cancelled,f,2021-10-11 13:05:29+00:00,,,,1,2021-10-11,2021.0,10.0,11.0
18547,14870,cancelled,f,2024-10-29 18:01:51+00:00,,,,1,2024-10-29,2024.0,10.0,29.0
18554,14875,cancelled,f,2020-10-29 15:10:47+00:00,,,,1,2020-10-29,2020.0,10.0,29.0
18556,14876,cancelled,f,2026-02-04 22:00:39+00:00,,,,1,2026-02-04,2026.0,2.0,4.0
18558,14878,cancelled,f,2021-06-03 07:57:04+00:00,,,,1,2021-06-03,2021.0,6.0,3.0
18569,14889,cancelled,f,2024-09-01 06:56:59+00:00,,,,3,2024-09-01,2024.0,9.0,1.0
18593,14905,cancelled,f,2022-10-04 16:15:23+00:00,,,,1,2022-10-04,2022.0,10.0,4.0
18606,14920,cancelled,f,2023-08-30 16:03:48+00:00,,,,1,2023-08-30,2023.0,8.0,30.0
18647,14954,cancelled,f,2025-09-06 20:52:12+00:00,,,,4,2025-09-06,2025.0,9.0,6.0
18652,14958,cancelled,f,2025-05-01 23:29:28+00:00,,,,1,2025-05-01,2025.0,5.0,1.0
18685,14990,cancelled,f,2024-08-05 04:13:58+00:00,,,,1,2024-08-05,2024.0,8.0,5.0
18689,14997,cancelled,f,2024-06-09 13:07:57+00:00,,,,1,2024-06-09,2024.0,6.0,9.0
18698,15006,cancelled,f,2024-06-27 17:39:13+00:00,,,,2,2024-06-27,2024.0,6.0,27.0
18711,15011,cancelled,f,2025-05-17 23:24:27+00:00,,,,2,2025-05-17,2025.0,5.0,17.0
18733,15038,cancelled,f,2026-03-14 11:16:32+00:00,,,,1,2026-03-14,2026.0,3.0,14.0
18748,15049,cancelled,f,2022-10-02 11:35:27+00:00,,,,1,2022-10-02,2022.0,10.0,2.0
18750,15051,cancelled,f,2023-08-24 17:20:30+00:00,,,,4,2023-08-24,2023.0,8.0,24.0
18788,15081,cancelled,f,2026-03-06 20:20:50+00:00,,,,1,2026-03-06,2026.0,3.0,6.0
18793,15085,cancelled,f,2026-01-25 23:23:40+00:00,,,,2,2026-01-25,2026.0,1.0,25.0
18800,15089,cancelled,f,2025-11-18 00:03:30+00:00,,,,1,2025-11-18,2025.0,11.0,18.0
18813,15098,cancelled,f,2024-12-26 12:17:22+00:00,,,,1,2024-12-26,2024.0,12.0,26.0
18817,15102,cancelled,f,2022-08-23 21:47:24+00:00,,,,1,2022-08-23,2022.0,8.0,23.0
18830,15114,cancelled,f,2024-01-27 21:12:42+00:00,,,,3,2024-01-27,2024.0,1.0,27.0
18842,15123,cancelled,f,2023-05-15 20:22:48+00:00,,,,1,2023-05-15,2023.0,5.0,15.0
18848,15127,cancelled,f,2025-01-16 23:40:27+00:00,,,,1,2025-01-16,2025.0,1.0,16.0
18852,15131,cancelled,f,2025-05-06 06:24:11+00:00,,,,3,2025-05-06,2025.0,5.0,6.0
18874,15145,cancelled,f,2023-03-20 13:54:33+00:00,,,,1,2023-03-20,2023.0,3.0,20.0
18885,15153,cancelled,f,2025-04-11 16:37:41+00:00,,,,1,2025-04-11,2025.0,4.0,11.0
18901,15168,cancelled,f,2019-10-22 23:52:01+00:00,,,,1,2019-10-22,2019.0,10.0,22.0
18902,15168,cancelled,f,2025-12-21 03:33:18+00:00,,,,1,2025-12-21,2025.0,12.0,21.0
18903,15168,cancelled,f,2022-08-18 08:47:02+00:00,,,,3,2022-08-18,2022.0,8.0,18.0
18905,15170,cancelled,f,2022-11-07 21:11:14+00:00,,,,2,2022-11-07,2022.0,11.0,7.0
18910,15174,cancelled,f,2023-07-27 22:23:53+00:00,,,,2,2023-07-27,2023.0,7.0,27.0
18915,15179,cancelled,f,2026-01-05 06:16:29+00:00,,,,2,2026-01-05,2026.0,1.0,5.0
18919,15181,cancelled,f,2023-11-25 18:09:24+00:00,,,,1,2023-11-25,2023.0,11.0,25.0
18924,15185,cancelled,f,2022-09-09 08:20:55+00:00,,,,1,2022-09-09,2022.0,9.0,9.0
18944,15200,cancelled,f,2021-12-02 13:53:42+00:00,,,,4,2021-12-02,2021.0,12.0,2.0
18966,15225,cancelled,f,2024-06-14 11:04:57+00:00,,,,1,2024-06-14,2024.0,6.0,14.0
18981,15239,cancelled,f,2021-04-23 18:30:43+00:00,,,,3,2021-04-23,2021.0,4.0,23.0
18983,15239,cancelled,f,2021-02-18 00:53:43+00:00,,,,1,2021-02-18,2021.0,2.0,18.0
19035,15279,cancelled,f,2023-04-20 19:15:30+00:00,,,,1,2023-04-20,2023.0,4.0,20.0
19047,15291,cancelled,f,2023-11-19 01:20:17+00:00,,,,1,2023-11-19,2023.0,11.0,19.0
19077,15317,cancelled,f,2026-01-01 00:05:57+00:00,,,,1,2026-01-01,2026.0,1.0,1.0
19094,15336,cancelled,f,2021-04-28 20:41:53+00:00,,,,1,2021-04-28,2021.0,4.0,28.0
19102,15341,cancelled,f,2025-12-09 16:00:04+00:00,,,,1,2025-12-09,2025.0,12.0,9.0
19116,15347,cancelled,f,2023-05-07 13:08:02+00:00,,,,1,2023-05-07,2023.0,5.0,7.0
19149,15372,cancelled,f,,,,,1,,,,
19151,15373,cancelled,f,2025-12-19 01:00:04+00:00,,,,2,2025-12-19,2025.0,12.0,19.0
19153,15379,cancelled,f,2022-01-10 06:23:42+00:00,,,,1,2022-01-10,2022.0,1.0,10.0
19172,15393,cancelled,f,2024-10-11 21:26:13+00:00,,,,1,2024-10-11,2024.0,10.0,11.0
19184,15404,cancelled,f,2022-10-26 12:47:07+00:00,,,,1,2022-10-26,2022.0,10.0,26.0
19201,15424,cancelled,f,2025-05-18 16:31:26+00:00,,,,1,2025-05-18,2025.0,5.0,18.0
19208,15430,cancelled,f,2025-03-25 04:15:43+00:00,,,,1,2025-03-25,2025.0,3.0,25.0
19222,15443,cancelled,f,2024-10-22 00:47:52+00:00,,,,1,2024-10-22,2024.0,10.0,22.0
19228,15447,cancelled,f,2025-02-01 08:09:42+00:00,,,,1,2025-02-01,2025.0,2.0,1.0
19230,15447,cancelled,f,2025-03-25 09:10:45+00:00,,,,1,2025-03-25,2025.0,3.0,25.0
19241,15451,cancelled,f,2022-10-08 10:30:26+00:00,,,,1,2022-10-08,2022.0,10.0,8.0
19242,15454,cancelled,f,2026-03-13 00:47:18+00:00,,,,2,2026-03-13,2026.0,3.0,13.0
19266,15477,cancelled,f,2025-09-10 07:39:48+00:00,,,,3,2025-09-10,2025.0,9.0,10.0
19288,15489,cancelled,f,2021-08-25 05:31:42+00:00,,,,1,2021-08-25,2021.0,8.0,25.0
19322,15515,cancelled,f,2022-07-07 16:55:26+00:00,,,,4,2022-07-07,2022.0,7.0,7.0
19335,15531,cancelled,f,2026-02-28 16:46:54+00:00,,,,1,2026-02-28,2026.0,2.0,28.0
19338,15534,cancelled,f,2026-03-12 09:53:00+00:00,,,,1,2026-03-12,2026.0,3.0,12.0
19339,15535,cancelled,f,2026-01-16 19:19:52+00:00,,,,1,2026-01-16,2026.0,1.0,16.0
19353,15547,cancelled,f,2025-12-21 22:11:42+00:00,,,,1,2025-12-21,2025.0,12.0,21.0
19390,15584,cancelled,f,2022-01-11 00:07:03+00:00,,,,1,2022-01-11,2022.0,1.0,11.0
19455,15638,cancelled,f,2025-10-14 18:29:10+00:00,,,,1,2025-10-14,2025.0,10.0,14.0
19458,15641,cancelled,f,2020-09-27 14:57:54+00:00,,,,1,2020-09-27,2020.0,9.0,27.0
19479,15658,cancelled,f,2024-04-29 02:14:28+00:00,,,,2,2024-04-29,2024.0,4.0,29.0
19494,15671,cancelled,f,2026-02-13 06:33:22+00:00,,,,1,2026-02-13,2026.0,2.0,13.0
19501,15678,cancelled,f,2026-01-24 21:50:07+00:00,,,,1,2026-01-24,2026.0,1.0,24.0
19503,15678,cancelled,f,2026-02-28 21:30:10+00:00,,,,2,2026-02-28,2026.0,2.0,28.0
19570,15728,cancelled,f,2024-04-17 11:48:17+00:00,,,,1,2024-04-17,2024.0,4.0,17.0
19589,15739,cancelled,f,2024-07-27 10:55:03+00:00,,,,1,2024-07-27,2024.0,7.0,27.0
19593,15742,cancelled,f,2026-01-01 03:58:12+00:00,,,,4,2026-01-01,2026.0,1.0,1.0
19594,15742,cancelled,f,2025-12-04 14:29:01+00:00,,,,1,2025-12-04,2025.0,12.0,4.0
19604,15753,cancelled,f,2024-08-30 14:31:30+00:00,,,,3,2024-08-30,2024.0,8.0,30.0
19633,15780,cancelled,f,2025-06-03 20:59:08+00:00,,,,1,2025-06-03,2025.0,6.0,3.0
19678,15824,cancelled,f,2024-11-18 04:18:31+00:00,,,,1,2024-11-18,2024.0,11.0,18.0
19680,15826,cancelled,f,2023-01-25 09:33:24+00:00,,,,1,2023-01-25,2023.0,1.0,25.0
19698,15841,cancelled,f,2025-12-05 20:31:28+00:00,,,,1,2025-12-05,2025.0,12.0,5.0
19699,15841,cancelled,f,2025-12-26 02:02:41+00:00,,,,2,2025-12-26,2025.0,12.0,26.0
19702,15844,cancelled,f,2025-06-18 17:20:45+00:00,,,,1,2025-06-18,2025.0,6.0,18.0
19710,15852,cancelled,f,2025-09-06 22:39:02+00:00,,,,1,2025-09-06,2025.0,9.0,6.0
19721,15863,cancelled,f,2024-06-14 11:21:38+00:00,,,,1,2024-06-14,2024.0,6.0,14.0
19728,15872,cancelled,f,2025-11-20 17:16:18+00:00,,,,1,2025-11-20,2025.0,11.0,20.0
19759,15897,cancelled,f,2025-09-14 08:48:55+00:00,,,,1,2025-09-14,2025.0,9.0,14.0
19787,15925,cancelled,f,2024-11-04 06:40:06+00:00,,,,1,2024-11-04,2024.0,11.0,4.0
19820,15953,cancelled,f,2025-10-02 22:42:03+00:00,,,,1,2025-10-02,2025.0,10.0,2.0
19839,15967,cancelled,f,2025-03-10 06:23:35+00:00,,,,1,2025-03-10,2025.0,3.0,10.0
19840,15967,cancelled,f,2026-02-28 17:19:20+00:00,,,,1,2026-02-28,2026.0,2.0,28.0
19857,15985,cancelled,f,2025-12-18 07:39:07+00:00,,,,1,2025-12-18,2025.0,12.0,18.0
19858,15985,cancelled,f,2025-07-28 21:06:35+00:00,,,,1,2025-07-28,2025.0,7.0,28.0
19862,15987,cancelled,f,2024-01-25 04:20:02+00:00,,,,3,2024-01-25,2024.0,1.0,25.0
19871,15995,cancelled,f,2025-08-19 18:35:59+00:00,,,,2,2025-08-19,2025.0,8.0,19.0
19881,16005,cancelled,f,2023-05-06 17:48:04+00:00,,,,1,2023-05-06,2023.0,5.0,6.0
19887,16010,cancelled,f,2023-08-04 09:44:27+00:00,,,,1,2023-08-04,2023.0,8.0,4.0
19888,16011,cancelled,f,2025-09-08 13:18:44+00:00,,,,1,2025-09-08,2025.0,9.0,8.0
19918,16038,cancelled,f,2020-04-24 11:44:20+00:00,,,,1,2020-04-24,2020.0,4.0,24.0
19942,16056,cancelled,f,2023-05-27 12:13:03+00:00,,,,2,2023-05-27,2023.0,5.0,27.0
19945,16058,cancelled,f,2025-10-16 20:10:15+00:00,,,,1,2025-10-16,2025.0,10.0,16.0
19947,16060,cancelled,f,2020-11-02 10:43:12+00:00,,,,2,2020-11-02,2020.0,11.0,2.0
19997,16092,cancelled,f,2026-01-01 10:45:14+00:00,,,,2,2026-01-01,2026.0,1.0,1.0
20002,16095,cancelled,f,,,,,1,,,,
20006,16099,cancelled,f,2025-07-18 22:09:50+00:00,,,,2,2025-07-18,2025.0,7.0,18.0
20008,16100,cancelled,f,2024-09-24 16:05:05+00:00,,,,1,2024-09-24,2024.0,9.0,24.0
20009,16100,cancelled,f,2025-08-16 02:15:54+00:00,,,,1,2025-08-16,2025.0,8.0,16.0
20032,16118,cancelled,f,2025-11-13 14:58:13+00:00,,,,2,2025-11-13,2025.0,11.0,13.0
20036,16121,cancelled,f,2024-01-06 21:05:14+00:00,,,,1,2024-01-06,2024.0,1.0,6.0
20038,16123,cancelled,f,2023-10-15 16:58:36+00:00,,,,1,2023-10-15,2023.0,10.0,15.0
20056,16138,cancelled,f,2024-12-19 03:02:48+00:00,,,,2,2024-12-19,2024.0,12.0,19.0
20080,16156,cancelled,f,2024-06-04 16:35:37+00:00,,,,2,2024-06-04,2024.0,6.0,4.0
20081,16156,cancelled,f,2023-12-23 17:06:40+00:00,,,,1,2023-12-23,2023.0,12.0,23.0
20089,16164,cancelled,f,2025-08-14 21:34:06+00:00,,,,1,2025-08-14,2025.0,8.0,14.0
20094,16170,cancelled,f,2025-10-09 06:09:43+00:00,,,,1,2025-10-09,2025.0,10.0,9.0
20096,16171,cancelled,f,2025-10-13 03:10:10+00:00,,,,2,2025-10-13,2025.0,10.0,13.0
20116,16188,cancelled,f,2025-06-20 13:21:58+00:00,,,,1,2025-06-20,2025.0,6.0,20.0
20123,16193,cancelled,f,2024-04-05 23:29:51+00:00,,,,1,2024-04-05,2024.0,4.0,5.0
20140,16202,cancelled,f,2021-06-05 19:09:46+00:00,,,,1,2021-06-05,2021.0,6.0,5.0
20163,16224,cancelled,f,2026-02-18 10:35:50+00:00,,,,1,2026-02-18,2026.0,2.0,18.0
20178,16234,cancelled,f,2023-03-19 07:56:28+00:00,,,,2,2023-03-19,2023.0,3.0,19.0
20183,16237,cancelled,f,2021-11-27 10:48:49+00:00,,,,3,2021-11-27,2021.0,11.0,27.0
20193,16255,cancelled,f,2023-08-28 01:47:46+00:00,,,,1,2023-08-28,2023.0,8.0,28.0
20200,16263,cancelled,f,2025-04-20 17:26:08+00:00,,,,1,2025-04-20,2025.0,4.0,20.0
20201,16263,cancelled,f,2022-04-02 02:48:05+00:00,,,,1,2022-04-02,2022.0,4.0,2.0
20202,16263,cancelled,f,2019-11-20 04:04:17+00:00,,,,2,2019-11-20,2019.0,11.0,20.0
20211,16268,cancelled,f,2022-11-23 07:34:14+00:00,,,,1,2022-11-23,2022.0,11.0,23.0
20213,16269,cancelled,f,2025-12-05 23:16:25+00:00,,,,3,2025-12-05,2025.0,12.0,5.0
20225,16280,cancelled,f,2023-09-12 13:06:19+00:00,,,,1,2023-09-12,2023.0,9.0,12.0
20239,16286,cancelled,f,2025-06-28 20:47:49+00:00,,,,2,2025-06-28,2025.0,6.0,28.0
20263,16306,cancelled,f,2023-04-04 18:41:09+00:00,,,,1,2023-04-04,2023.0,4.0,4.0
20277,16315,cancelled,f,2024-11-05 07:10:33+00:00,,,,1,2024-11-05,2024.0,11.0,5.0
20281,16318,cancelled,f,2024-04-11 20:06:39+00:00,,,,1,2024-04-11,2024.0,4.0,11.0
20292,16328,cancelled,f,2023-06-14 01:31:29+00:00,,,,1,2023-06-14,2023.0,6.0,14.0
20295,16333,cancelled,f,2020-10-07 02:25:38+00:00,,,,2,2020-10-07,2020.0,10.0,7.0
20308,16345,cancelled,f,2022-10-12 13:16:31+00:00,,,,1,2022-10-12,2022.0,10.0,12.0
20320,16353,cancelled,f,2022-08-20 08:55:49+00:00,,,,1,2022-08-20,2022.0,8.0,20.0
20363,16385,cancelled,f,2025-08-24 14:06:45+00:00,,,,1,2025-08-24,2025.0,8.0,24.0
20387,16406,cancelled,f,2024-10-04 23:31:08+00:00,,,,1,2024-10-04,2024.0,10.0,4.0
20391,16407,cancelled,f,2025-10-16 07:20:50+00:00,,,,1,2025-10-16,2025.0,10.0,16.0
20404,16420,cancelled,f,2025-08-28 05:02:41+00:00,,,,2,2025-08-28,2025.0,8.0,28.0
20412,16425,cancelled,f,,,,,1,,,,
20415,16428,cancelled,f,2026-02-28 22:05:26+00:00,,,,1,2026-02-28,2026.0,2.0,28.0
20419,16429,cancelled,f,2023-02-03 00:37:14+00:00,,,,3,2023-02-03,2023.0,2.0,3.0
20421,16429,cancelled,f,2022-10-03 16:57:41+00:00,,,,1,2022-10-03,2022.0,10.0,3.0
20422,16430,cancelled,f,2020-09-05 06:36:31+00:00,,,,1,2020-09-05,2020.0,9.0,5.0
20437,16439,cancelled,f,2024-04-26 01:25:23+00:00,,,,1,2024-04-26,2024.0,4.0,26.0
20444,16446,cancelled,f,2026-02-16 23:34:22+00:00,,,,1,2026-02-16,2026.0,2.0,16.0
20445,16447,cancelled,f,2025-09-16 22:26:23+00:00,,,,1,2025-09-16,2025.0,9.0,16.0
20447,16450,cancelled,f,2023-08-16 06:40:02+00:00,,,,2,2023-08-16,2023.0,8.0,16.0
20452,16454,cancelled,f,2025-04-19 16:41:29+00:00,,,,1,2025-04-19,2025.0,4.0,19.0
20478,16478,cancelled,f,2025-08-20 00:38:19+00:00,,,,1,2025-08-20,2025.0,8.0,20.0
20479,16478,cancelled,f,2021-11-15 10:43:22+00:00,,,,1,2021-11-15,2021.0,11.0,15.0
20503,16495,cancelled,f,2023-04-25 00:56:08+00:00,,,,1,2023-04-25,2023.0,4.0,25.0
20504,16496,cancelled,f,2025-07-18 16:19:48+00:00,,,,1,2025-07-18,2025.0,7.0,18.0
20513,16504,cancelled,f,2022-01-19 19:35:03+00:00,,,,1,2022-01-19,2022.0,1.0,19.0
20516,16506,cancelled,f,2025-04-17 03:11:06+00:00,,,,1,2025-04-17,2025.0,4.0,17.0
20568,16561,cancelled,f,2025-09-07 08:57:23+00:00,,,,1,2025-09-07,2025.0,9.0,7.0
20600,16591,cancelled,f,2024-08-09 16:03:03+00:00,,,,1,2024-08-09,2024.0,8.0,9.0
20603,16592,cancelled,f,2025-05-24 13:24:29+00:00,,,,1,2025-05-24,2025.0,5.0,24.0
20608,16594,cancelled,f,2025-12-10 02:05:24+00:00,,,,1,2025-12-10,2025.0,12.0,10.0
20626,16608,cancelled,f,2023-05-15 04:28:03+00:00,,,,1,2023-05-15,2023.0,5.0,15.0
20642,16621,cancelled,f,2021-08-21 03:36:37+00:00,,,,2,2021-08-21,2021.0,8.0,21.0
20649,16626,cancelled,f,2022-12-24 08:45:19+00:00,,,,1,2022-12-24,2022.0,12.0,24.0
20663,16642,cancelled,f,2022-04-06 03:34:32+00:00,,,,1,2022-04-06,2022.0,4.0,6.0
20686,16663,cancelled,f,,,,,1,,,,
20700,16673,cancelled,f,2025-03-07 15:06:06+00:00,,,,4,2025-03-07,2025.0,3.0,7.0
20705,16677,cancelled,f,2020-08-16 19:12:01+00:00,,,,4,2020-08-16,2020.0,8.0,16.0
20713,16681,cancelled,f,2025-10-18 08:55:02+00:00,,,,2,2025-10-18,2025.0,10.0,18.0
20736,16698,cancelled,f,2021-11-23 17:46:14+00:00,,,,1,2021-11-23,2021.0,11.0,23.0
20762,16724,cancelled,f,2023-05-28 21:23:55+00:00,,,,1,2023-05-28,2023.0,5.0,28.0
20787,16747,cancelled,f,2024-09-04 17:33:25+00:00,,,,2,2024-09-04,2024.0,9.0,4.0
20813,16764,cancelled,f,2025-06-10 05:00:23+00:00,,,,1,2025-06-10,2025.0,6.0,10.0
20831,16781,cancelled,f,2025-03-20 01:22:01+00:00,,,,1,2025-03-20,2025.0,3.0,20.0
20842,16797,cancelled,f,2025-01-17 15:07:54+00:00,,,,1,2025-01-17,2025.0,1.0,17.0
20859,16808,cancelled,f,2024-07-30 19:35:11+00:00,,,,1,2024-07-30,2024.0,7.0,30.0
20863,16810,cancelled,f,2025-12-28 16:30:47+00:00,,,,1,2025-12-28,2025.0,12.0,28.0
20879,16822,cancelled,f,2024-10-01 17:01:14+00:00,,,,1,2024-10-01,2024.0,10.0,1.0
20881,16822,cancelled,f,2026-02-03 12:48:40+00:00,,,,1,2026-02-03,2026.0,2.0,3.0
20885,16824,cancelled,f,2024-05-07 22:20:55+00:00,,,,1,2024-05-07,2024.0,5.0,7.0
20908,16842,cancelled,f,2021-12-14 03:51:52+00:00,,,,1,2021-12-14,2021.0,12.0,14.0
20930,16853,cancelled,f,2024-01-28 14:24:26+00:00,,,,4,2024-01-28,2024.0,1.0,28.0
20955,16867,cancelled,f,2023-09-14 14:48:01+00:00,,,,2,2023-09-14,2023.0,9.0,14.0
20961,16873,cancelled,f,2023-06-20 18:49:57+00:00,,,,3,2023-06-20,2023.0,6.0,20.0
20972,16882,cancelled,f,2025-04-21 18:42:43+00:00,,,,2,2025-04-21,2025.0,4.0,21.0
20975,16884,cancelled,f,2025-05-10 02:31:46+00:00,,,,1,2025-05-10,2025.0,5.0,10.0
20993,16893,cancelled,f,2025-08-21 00:37:12+00:00,,,,2,2025-08-21,2025.0,8.0,21.0
20994,16893,cancelled,f,2022-07-18 15:31:02+00:00,,,,3,2022-07-18,2022.0,7.0,18.0
21024,16913,cancelled,f,2020-06-15 15:08:29+00:00,,,,2,2020-06-15,2020.0,6.0,15.0
21031,16918,cancelled,f,2022-12-07 00:12:44+00:00,,,,1,2022-12-07,2022.0,12.0,7.0
21047,16932,cancelled,f,2025-10-09 02:46:38+00:00,,,,1,2025-10-09,2025.0,10.0,9.0
21064,16947,cancelled,f,2024-12-24 09:34:46+00:00,,,,2,2024-12-24,2024.0,12.0,24.0
21073,16954,cancelled,f,2026-01-12 11:36:00+00:00,,,,1,2026-01-12,2026.0,1.0,12.0
21076,16957,cancelled,f,2022-10-25 02:02:47+00:00,,,,1,2022-10-25,2022.0,10.0,25.0
21095,16976,cancelled,f,2026-01-29 06:48:04+00:00,,,,1,2026-01-29,2026.0,1.0,29.0
21110,16987,cancelled,f,2025-01-08 17:26:08+00:00,,,,1,2025-01-08,2025.0,1.0,8.0
21116,16993,cancelled,f,2025-12-12 13:11:03+00:00,,,,1,2025-12-12,2025.0,12.0,12.0
21133,17007,cancelled,f,2024-04-17 06:44:00+00:00,,,,1,2024-04-17,2024.0,4.0,17.0
21146,17023,cancelled,f,2025-12-08 11:50:12+00:00,,,,1,2025-12-08,2025.0,12.0,8.0
21155,17028,cancelled,f,2025-11-23 14:23:16+00:00,,,,1,2025-11-23,2025.0,11.0,23.0
21170,17042,cancelled,f,2026-02-13 14:01:33+00:00,,,,1,2026-02-13,2026.0,2.0,13.0
21199,17076,cancelled,f,2023-08-21 12:43:51+00:00,,,,3,2023-08-21,2023.0,8.0,21.0
21234,17106,cancelled,f,2023-09-16 10:45:48+00:00,,,,1,2023-09-16,2023.0,9.0,16.0
21235,17106,cancelled,f,2022-07-22 14:59:15+00:00,,,,1,2022-07-22,2022.0,7.0,22.0
21236,17106,cancelled,f,2023-08-17 08:40:01+00:00,,,,1,2023-08-17,2023.0,8.0,17.0
21254,17115,cancelled,f,2021-10-24 09:42:52+00:00,,,,2,2021-10-24,2021.0,10.0,24.0
21263,17122,cancelled,f,2023-09-27 10:47:52+00:00,,,,1,2023-09-27,2023.0,9.0,27.0
21298,17147,cancelled,f,2024-02-21 10:30:11+00:00,,,,2,2024-02-21,2024.0,2.0,21.0
21300,17149,cancelled,f,2025-06-29 15:40:01+00:00,,,,1,2025-06-29,2025.0,6.0,29.0
21303,17151,cancelled,f,2023-01-19 20:41:53+00:00,,,,1,2023-01-19,2023.0,1.0,19.0
21305,17152,cancelled,f,2023-11-29 06:59:21+00:00,,,,1,2023-11-29,2023.0,11.0,29.0
