order_id,user_id,date_id,status,num_of_item
12424,9973,171,cancelled,1
12428,9977,512,cancelled,1
12429,9979,679,cancelled,1
12437,9986,680,cancelled,1
12462,10002,27,cancelled,1
12464,10003,344,cancelled,3
12485,10020,265,cancelled,1
12492,10026,590,cancelled,1
12500,10032,681,cancelled,1
12501,10032,569,cancelled,2
12533,10058,682,cancelled,1
12538,10064,683,cancelled,4
12580,10102,684,cancelled,1
12581,10102,685,cancelled,1
12588,10107,686,cancelled,2
12601,10119,687,cancelled,1
12619,10135,564,cancelled,1
12635,10147,633,cancelled,2
12655,10159,93,cancelled,2
12661,10165,535,cancelled,1
12665,10168,688,cancelled,3
12668,10168,689,cancelled,2
12680,10178,690,cancelled,1
12687,10186,691,cancelled,2
12693,10189,336,cancelled,1
12712,10199,692,cancelled,1
12719,10204,32,cancelled,1
12723,10210,612,cancelled,1
12763,10238,467,cancelled,1
12795,10259,693,cancelled,1
12866,10304,694,cancelled,1
12868,10304,397,cancelled,1
12869,10304,646,cancelled,1
12870,10305,695,cancelled,1
12882,10317,111,cancelled,1
12885,10319,659,cancelled,1
12920,10344,588,cancelled,1
12924,10345,696,cancelled,2
12926,10349,506,cancelled,1
12938,10363,697,cancelled,2
12954,10373,698,cancelled,1
12959,10376,699,cancelled,1
12983,10394,59,cancelled,2
12992,10399,700,cancelled,3
13012,10412,28,cancelled,2
13019,10420,494,cancelled,3
13028,10426,445,cancelled,1
13029,10427,585,cancelled,2
13031,10430,701,cancelled,1
13043,10438,702,cancelled,4
13046,10442,703,cancelled,1
13058,10446,704,cancelled,1
13063,10454,705,cancelled,1
13068,10459,546,cancelled,1
13080,10468,706,cancelled,1
13081,10468,707,cancelled,1
13084,10470,708,cancelled,1
13123,10499,545,cancelled,1
13152,10519,709,cancelled,2
13157,10523,710,cancelled,2
13161,10527,711,cancelled,1
13168,10534,712,cancelled,1
13206,10553,280,cancelled,1
13207,10554,126,cancelled,1
13212,10556,15,cancelled,4
13217,10561,713,cancelled,1
13222,10564,714,cancelled,2
13225,10566,572,cancelled,1
13235,10576,140,cancelled,1
13243,10584,715,cancelled,1
13246,10588,716,cancelled,1
13248,10589,678,cancelled,1
13264,10603,490,cancelled,3
13286,10617,717,cancelled,1
13292,10623,718,cancelled,1
13299,10628,82,cancelled,1
13301,10629,28,cancelled,1
13306,10634,141,cancelled,1
13312,10637,719,cancelled,1
13326,10647,477,cancelled,2
13340,10657,121,cancelled,1
13342,10659,720,cancelled,1
13352,10669,49,cancelled,1
13356,10672,567,cancelled,1
13361,10676,28,cancelled,1
13380,10690,721,cancelled,1
13398,10705,722,cancelled,4
13402,10711,723,cancelled,1
13403,10712,724,cancelled,1
13413,10721,725,cancelled,1
13416,10724,726,cancelled,1
13446,10751,37,cancelled,2
13481,10780,727,cancelled,1
13489,10789,728,cancelled,2
13495,10794,182,cancelled,1
13500,10797,655,cancelled,1
13505,10800,729,cancelled,1
13535,10823,730,cancelled,1
13536,10823,731,cancelled,1
13543,10826,578,cancelled,3
13549,10833,68,cancelled,1
13554,10834,732,cancelled,1
13560,10838,315,cancelled,1
13587,10866,733,cancelled,1
13639,10906,262,cancelled,1
13641,10907,734,cancelled,4
13651,10912,735,cancelled,1
13664,10919,385,cancelled,1
13665,10919,384,cancelled,2
13677,10931,736,cancelled,1
13680,10933,486,cancelled,3
13706,10953,511,cancelled,4
13708,10953,737,cancelled,1
13720,10965,738,cancelled,2
13730,10975,739,cancelled,2
13745,10981,740,cancelled,1
13746,10982,741,cancelled,1
13750,10985,724,cancelled,1
13816,11050,742,cancelled,1
13828,11062,296,cancelled,4
13829,11062,743,cancelled,2
13845,11079,54,cancelled,1
13848,11079,413,cancelled,2
13861,11087,254,cancelled,2
13864,11088,120,cancelled,1
13871,11092,744,cancelled,2
13922,11136,441,cancelled,1
13930,11144,745,cancelled,1
13964,11178,746,cancelled,1
13983,11196,747,cancelled,1
14011,11218,748,cancelled,1
14019,11224,749,cancelled,1
14032,11234,750,cancelled,4
14038,11243,751,cancelled,2
14040,11244,702,cancelled,1
14041,11244,348,cancelled,1
14048,11248,28,cancelled,4
14049,11248,28,cancelled,1
14065,11261,752,cancelled,1
14083,11274,753,cancelled,2
14089,11278,361,cancelled,1
14094,11283,28,cancelled,1
14095,11283,28,cancelled,2
14106,11297,407,cancelled,1
14119,11305,754,cancelled,2
14121,11307,90,cancelled,1
14124,11311,755,cancelled,4
14125,11311,756,cancelled,1
14127,11314,471,cancelled,1
14129,11314,601,cancelled,1
14147,11330,757,cancelled,2
14180,11365,758,cancelled,1
14192,11372,240,cancelled,1
14234,11402,759,cancelled,1
14238,11408,727,cancelled,1
14268,11440,368,cancelled,1
14271,11443,39,cancelled,1
14287,11458,142,cancelled,4
14290,11461,189,cancelled,1
14294,11466,760,cancelled,1
14296,11468,761,cancelled,3
14316,11481,243,cancelled,1
14320,11485,708,cancelled,1
14326,11489,762,cancelled,1
14340,11501,763,cancelled,1
14367,11524,764,cancelled,1
14378,11532,359,cancelled,2
14380,11534,765,cancelled,1
14426,11565,766,cancelled,1
14442,11581,767,cancelled,2
14444,11583,768,cancelled,1
14469,11598,769,cancelled,2
14496,11615,770,cancelled,4
14503,11618,771,cancelled,2
14513,11628,743,cancelled,1
14543,11654,203,cancelled,1
14553,11663,772,cancelled,1
14554,11663,773,cancelled,1
14616,11717,14,cancelled,1
14637,11733,487,cancelled,1
14687,11768,702,cancelled,1
14707,11785,774,cancelled,1
14711,11787,42,cancelled,3
14712,11787,258,cancelled,1
14715,11789,775,cancelled,2
14726,11799,776,cancelled,3
14728,11802,777,cancelled,3
14770,11833,778,cancelled,1
14799,11851,779,cancelled,3
14800,11853,780,cancelled,3
14812,11865,638,cancelled,2
14824,11875,781,cancelled,1
14830,11880,782,cancelled,3
14833,11883,430,cancelled,3
14834,11884,783,cancelled,1
14869,11908,620,cancelled,2
14874,11910,722,cancelled,1
14883,11916,217,cancelled,1
14891,11919,784,cancelled,2
14914,11939,621,cancelled,1
14915,11939,189,cancelled,2
14916,11940,785,cancelled,1
14920,11943,786,cancelled,1
14927,11949,312,cancelled,1
14954,11979,585,cancelled,1
14955,11981,787,cancelled,1
14960,11984,231,cancelled,2
14967,11988,778,cancelled,4
14970,11990,788,cancelled,1
14973,11993,789,cancelled,3
14978,11998,280,cancelled,1
14991,12006,790,cancelled,2
15000,12013,396,cancelled,1
15015,12026,311,cancelled,1
15021,12030,328,cancelled,1
15033,12037,685,cancelled,2
15050,12057,161,cancelled,2
15053,12060,116,cancelled,1
15061,12067,791,cancelled,1
15107,12105,792,cancelled,1
15121,12113,793,cancelled,1
15122,12113,163,cancelled,1
15129,12117,794,cancelled,1
15147,12132,795,cancelled,2
15184,12164,796,cancelled,1
15190,12171,385,cancelled,1
15225,12195,797,cancelled,2
15241,12205,28,cancelled,1
15271,12233,28,cancelled,1
15282,12241,174,cancelled,2
15313,12270,798,cancelled,1
15319,12275,141,cancelled,1
15320,12275,705,cancelled,2
15335,12294,799,cancelled,4
15339,12296,736,cancelled,1
15389,12335,420,cancelled,1
15421,12362,84,cancelled,3
15435,12370,800,cancelled,1
15444,12381,801,cancelled,1
15446,12382,802,cancelled,1
15453,12388,536,cancelled,2
15466,12401,275,cancelled,2
15472,12403,803,cancelled,1
15475,12405,320,cancelled,2
15476,12405,804,cancelled,1
15479,12407,805,cancelled,1
15480,12407,806,cancelled,1
15488,12415,807,cancelled,1
15528,12451,769,cancelled,1
15561,12472,599,cancelled,1
15582,12486,28,cancelled,1
15615,12512,39,cancelled,2
15653,12542,789,cancelled,1
15656,12544,356,cancelled,4
15658,12544,808,cancelled,2
15672,12555,111,cancelled,1
15675,12557,553,cancelled,1
15698,12575,809,cancelled,1
15705,12585,810,cancelled,1
15750,12627,811,cancelled,2
15776,12641,812,cancelled,2
15779,12645,589,cancelled,1
15781,12646,813,cancelled,1
15809,12673,814,cancelled,4
15820,12681,737,cancelled,1
15830,12688,430,cancelled,1
15845,12699,201,cancelled,1
15853,12705,815,cancelled,4
15892,12731,816,cancelled,1
15898,12734,817,cancelled,1
15915,12745,818,cancelled,1
15948,12773,819,cancelled,1
15954,12777,820,cancelled,1
16010,12818,675,cancelled,1
16011,12818,241,cancelled,2
16014,12821,616,cancelled,1
16041,12841,806,cancelled,1
16049,12846,484,cancelled,2
16059,12857,40,cancelled,1
16087,12878,338,cancelled,1
16096,12885,821,cancelled,1
16097,12886,712,cancelled,1
16099,12887,822,cancelled,1
16108,12899,823,cancelled,2
16113,12906,217,cancelled,1
16123,12918,645,cancelled,3
16138,12932,390,cancelled,4
16143,12935,824,cancelled,1
16145,12937,414,cancelled,1
16146,12938,568,cancelled,1
16160,12952,661,cancelled,1
16168,12956,750,cancelled,1
16172,12959,825,cancelled,1
16185,12970,534,cancelled,4
16232,13013,826,cancelled,2
16245,13019,49,cancelled,1
16246,13021,523,cancelled,1
16270,13041,644,cancelled,1
16296,13063,58,cancelled,1
16300,13067,827,cancelled,1
16312,13077,341,cancelled,1
16320,13083,828,cancelled,1
16373,13125,480,cancelled,2
16382,13132,251,cancelled,1
16388,13137,32,cancelled,1
16399,13147,829,cancelled,2
16421,13164,330,cancelled,2
16429,13175,830,cancelled,4
16430,13175,382,cancelled,2
16449,13191,563,cancelled,1
16451,13194,831,cancelled,1
16496,13231,131,cancelled,1
16497,13232,832,cancelled,3
16509,13243,833,cancelled,1
16536,13263,672,cancelled,1
16542,13272,82,cancelled,1
16561,13287,514,cancelled,2
16565,13289,834,cancelled,1
16568,13292,724,cancelled,1
16601,13319,753,cancelled,3
16606,13324,643,cancelled,1
16613,13329,835,cancelled,1
16614,13329,836,cancelled,1
16620,13334,442,cancelled,2
16654,13370,837,cancelled,1
16680,13392,838,cancelled,1
16681,13392,839,cancelled,2
16698,13406,840,cancelled,1
16699,13406,841,cancelled,1
16709,13412,353,cancelled,4
16727,13427,28,cancelled,2
16732,13430,396,cancelled,1
16738,13437,338,cancelled,1
16761,13454,842,cancelled,1
16786,13473,368,cancelled,1
16789,13476,619,cancelled,1
16803,13486,587,cancelled,3
16829,13509,843,cancelled,1
16852,13529,338,cancelled,2
16870,13541,148,cancelled,1
16914,13591,667,cancelled,2
16942,13612,599,cancelled,1
16943,13616,590,cancelled,1
16962,13632,421,cancelled,1
16964,13632,384,cancelled,1
16966,13634,285,cancelled,1
16970,13639,90,cancelled,1
16977,13643,844,cancelled,2
16992,13653,845,cancelled,1
17001,13659,372,cancelled,2
17022,13676,846,cancelled,2
17031,13683,847,cancelled,1
17045,13694,848,cancelled,1
17046,13695,753,cancelled,2
17067,13710,849,cancelled,1
17085,13723,850,cancelled,2
17104,13738,184,cancelled,1
17127,13751,851,cancelled,1
17130,13753,789,cancelled,1
17152,13765,852,cancelled,1
17157,13767,853,cancelled,1
17166,13774,854,cancelled,1
17176,13782,855,cancelled,1
17189,13790,789,cancelled,1
17192,13791,28,cancelled,1
17221,13812,856,cancelled,1
17229,13820,672,cancelled,1
17230,13821,89,cancelled,1
17236,13828,857,cancelled,4
17249,13842,121,cancelled,2
17257,13844,858,cancelled,1
17293,13875,859,cancelled,1
17294,13876,860,cancelled,1
17313,13891,861,cancelled,2
17358,13926,862,cancelled,1
17360,13927,863,cancelled,1
17371,13935,248,cancelled,1
17397,13958,864,cancelled,2
17398,13961,105,cancelled,1
17403,13965,116,cancelled,1
17414,13971,517,cancelled,1
17432,13985,865,cancelled,2
17436,13989,589,cancelled,1
17440,13993,866,cancelled,1
17442,13994,3,cancelled,1
17450,13999,867,cancelled,1
17470,14019,868,cancelled,1
17481,14031,869,cancelled,1
17482,14031,870,cancelled,1
17523,14066,343,cancelled,1
17529,14070,871,cancelled,1
17543,14080,80,cancelled,4
17557,14091,781,cancelled,1
17580,14111,621,cancelled,1
17593,14120,184,cancelled,1
17598,14124,278,cancelled,1
17600,14127,872,cancelled,1
17623,14148,382,cancelled,1
17634,14161,545,cancelled,2
17637,14164,91,cancelled,1
17659,14181,858,cancelled,1
17670,14191,873,cancelled,1
17680,14202,773,cancelled,1
17721,14240,289,cancelled,1
17722,14241,874,cancelled,3
17757,14272,875,cancelled,3
17778,14293,236,cancelled,2
17826,14335,487,cancelled,1
17861,14365,876,cancelled,1
17862,14366,659,cancelled,1
17876,14380,877,cancelled,2
17879,14383,876,cancelled,1
17907,14409,878,cancelled,1
17918,14415,879,cancelled,3
17926,14418,852,cancelled,1
17928,14420,880,cancelled,1
17940,14426,431,cancelled,1
17941,14426,229,cancelled,1
17978,14456,881,cancelled,2
17992,14467,427,cancelled,1
18008,14484,882,cancelled,1
18012,14488,883,cancelled,1
18013,14488,884,cancelled,1
18028,14502,335,cancelled,1
18032,14504,213,cancelled,4
18054,14518,885,cancelled,1
18055,14518,425,cancelled,1
18076,14535,886,cancelled,1
18092,14547,371,cancelled,1
18093,14549,887,cancelled,2
18096,14550,888,cancelled,1
18105,14554,360,cancelled,1
18109,14557,362,cancelled,1
18127,14564,781,cancelled,1
18130,14564,889,cancelled,1
18140,14569,890,cancelled,2
18156,14578,434,cancelled,1
18161,14582,840,cancelled,1
18168,14589,96,cancelled,1
18170,14591,891,cancelled,2
18175,14594,892,cancelled,3
18182,14598,893,cancelled,1
18194,14605,894,cancelled,1
18208,14611,407,cancelled,1
18209,14612,512,cancelled,1
18225,14620,359,cancelled,2
18239,14628,803,cancelled,1
18256,14642,478,cancelled,2
18264,14652,895,cancelled,3
18276,14662,82,cancelled,1
18290,14673,348,cancelled,2
18302,14682,830,cancelled,1
18332,14705,338,cancelled,1
18342,14713,607,cancelled,2
18363,14728,63,cancelled,1
18367,14732,128,cancelled,1
18380,14741,896,cancelled,1
18384,14745,402,cancelled,1
18388,14749,897,cancelled,1
18393,14752,898,cancelled,1
18398,14754,899,cancelled,1
18399,14755,900,cancelled,4
18409,14763,901,cancelled,1
18431,14780,902,cancelled,1
18437,14784,348,cancelled,1
18448,14795,903,cancelled,1
18469,14815,303,cancelled,1
18490,14829,904,cancelled,1
18510,14845,905,cancelled,1
18511,14846,507,cancelled,1
18524,14855,905,cancelled,2
18535,14864,906,cancelled,1
18538,14865,907,cancelled,1
18547,14870,908,cancelled,1
18554,14875,909,cancelled,1
18556,14876,83,cancelled,1
18558,14878,716,cancelled,1
18569,14889,311,cancelled,3
18593,14905,910,cancelled,1
18606,14920,241,cancelled,1
18647,14954,911,cancelled,4
18652,14958,185,cancelled,1
18685,14990,293,cancelled,1
18689,14997,175,cancelled,1
18698,15006,912,cancelled,2
18711,15011,877,cancelled,2
18733,15038,348,cancelled,1
18748,15049,913,cancelled,1
18750,15051,914,cancelled,4
18788,15081,694,cancelled,1
18793,15085,864,cancelled,2
18800,15089,174,cancelled,1
18813,15098,299,cancelled,1
18817,15102,915,cancelled,1
18830,15114,617,cancelled,3
18842,15123,625,cancelled,1
18848,15127,916,cancelled,1
18852,15131,917,cancelled,3
18874,15145,781,cancelled,1
18885,15153,701,cancelled,1
18901,15168,918,cancelled,1
18902,15168,77,cancelled,1
18903,15168,919,cancelled,3
18905,15170,920,cancelled,2
18910,15174,921,cancelled,2
18915,15179,536,cancelled,2
18919,15181,922,cancelled,1
18924,15185,923,cancelled,1
18944,15200,924,cancelled,4
18966,15225,576,cancelled,1
18981,15239,925,cancelled,3
18983,15239,926,cancelled,1
19035,15279,927,cancelled,1
19047,15291,181,cancelled,1
19077,15317,54,cancelled,1
19094,15336,928,cancelled,1
19102,15341,13,cancelled,1
19116,15347,282,cancelled,1
19149,15372,28,cancelled,1
19151,15373,188,cancelled,2
19153,15379,929,cancelled,1
19172,15393,676,cancelled,1
19184,15404,930,cancelled,1
19201,15424,931,cancelled,1
19208,15430,681,cancelled,1
19222,15443,932,cancelled,1
19228,15447,287,cancelled,1
19230,15447,681,cancelled,1
19241,15451,548,cancelled,1
19242,15454,191,cancelled,2
19266,15477,933,cancelled,3
19288,15489,934,cancelled,1
19322,15515,935,cancelled,4
19335,15531,111,cancelled,1
19338,15534,572,cancelled,1
19339,15535,803,cancelled,1
19353,15547,77,cancelled,1
19390,15584,610,cancelled,1
19455,15638,858,cancelled,1
19458,15641,78,cancelled,1
19479,15658,936,cancelled,2
19494,15671,258,cancelled,1
19501,15678,937,cancelled,1
19503,15678,111,cancelled,2
19570,15728,697,cancelled,1
19589,15739,245,cancelled,1
19593,15742,54,cancelled,4
19594,15742,312,cancelled,1
19604,15753,938,cancelled,3
19633,15780,616,cancelled,1
19678,15824,153,cancelled,1
19680,15826,352,cancelled,1
19698,15841,939,cancelled,1
19699,15841,659,cancelled,2
19702,15844,940,cancelled,1
19710,15852,911,cancelled,1
19721,15863,576,cancelled,1
19728,15872,413,cancelled,1
19759,15897,941,cancelled,1
19787,15925,942,cancelled,1
19820,15953,646,cancelled,1
19839,15967,124,cancelled,1
19840,15967,111,cancelled,1
19857,15985,151,cancelled,1
19858,15985,302,cancelled,1
19862,15987,943,cancelled,3
19871,15995,944,cancelled,2
19881,16005,945,cancelled,1
19887,16010,946,cancelled,1
19888,16011,492,cancelled,1
19918,16038,947,cancelled,1
19942,16056,948,cancelled,2
19945,16058,949,cancelled,1
19947,16060,950,cancelled,2
19997,16092,54,cancelled,2
20002,16095,28,cancelled,1
20006,16099,725,cancelled,2
20008,16100,951,cancelled,1
20009,16100,952,cancelled,1
20032,16118,473,cancelled,2
20036,16121,953,cancelled,1
20038,16123,954,cancelled,1
20056,16138,955,cancelled,2
20080,16156,956,cancelled,2
20081,16156,957,cancelled,1
20089,16164,21,cancelled,1
20094,16170,851,cancelled,1
20096,16171,642,cancelled,2
20116,16188,125,cancelled,1
20123,16193,737,cancelled,1
20140,16202,887,cancelled,1
20163,16224,534,cancelled,1
20178,16234,958,cancelled,2
20183,16237,959,cancelled,3
20193,16255,960,cancelled,1
20200,16263,961,cancelled,1
20201,16263,377,cancelled,1
20202,16263,962,cancelled,2
20211,16268,691,cancelled,1
20213,16269,939,cancelled,3
20225,16280,235,cancelled,1
20239,16286,963,cancelled,2
20263,16306,964,cancelled,1
20277,16315,231,cancelled,1
20281,16318,210,cancelled,1
20292,16328,578,cancelled,1
20295,16333,965,cancelled,2
20308,16345,966,cancelled,1
20320,16353,967,cancelled,1
20363,16385,106,cancelled,1
20387,16406,968,cancelled,1
20391,16407,949,cancelled,1
20404,16420,562,cancelled,2
20412,16425,28,cancelled,1
20415,16428,111,cancelled,1
20419,16429,533,cancelled,3
20421,16429,307,cancelled,1
20422,16430,969,cancelled,1
20437,16439,970,cancelled,1
20444,16446,46,cancelled,1
20445,16447,32,cancelled,1
20447,16450,971,cancelled,2
20452,16454,972,cancelled,1
20478,16478,687,cancelled,1
20479,16478,973,cancelled,1
20503,16495,974,cancelled,1
20504,16496,725,cancelled,1
20513,16504,975,cancelled,1
20516,16506,976,cancelled,1
20568,16561,977,cancelled,1
20600,16591,689,cancelled,1
20603,16592,233,cancelled,1
20608,16594,850,cancelled,1
20626,16608,625,cancelled,1
20642,16621,978,cancelled,2
20649,16626,979,cancelled,1
20663,16642,980,cancelled,1
20686,16663,28,cancelled,1
20700,16673,733,cancelled,4
20705,16677,219,cancelled,4
20713,16681,981,cancelled,2
20736,16698,982,cancelled,1
20762,16724,983,cancelled,1
20787,16747,984,cancelled,2
20813,16764,186,cancelled,1
20831,16781,498,cancelled,1
20842,16797,985,cancelled,1
20859,16808,986,cancelled,1
20863,16810,581,cancelled,1
20879,16822,420,cancelled,1
20881,16822,336,cancelled,1
20885,16824,987,cancelled,1
20908,16842,988,cancelled,1
20930,16853,989,cancelled,4
20955,16867,990,cancelled,2
20961,16873,187,cancelled,3
20972,16882,991,cancelled,2
20975,16884,824,cancelled,1
20993,16893,992,cancelled,2
20994,16893,993,cancelled,3
21024,16913,532,cancelled,2
21031,16918,994,cancelled,1
21047,16932,851,cancelled,1
21064,16947,110,cancelled,2
21073,16954,839,cancelled,1
21076,16957,995,cancelled,1
21095,16976,95,cancelled,1
21110,16987,386,cancelled,1
21116,16993,996,cancelled,1
21133,17007,697,cancelled,1
21146,17023,490,cancelled,1
21155,17028,997,cancelled,1
21170,17042,258,cancelled,1
21199,17076,998,cancelled,3
21234,17106,999,cancelled,1
21235,17106,1000,cancelled,1
21236,17106,268,cancelled,1
21254,17115,1,cancelled,2
21263,17122,1001,cancelled,1
21298,17147,1002,cancelled,2
21300,17149,1003,cancelled,1
21303,17151,257,cancelled,1
21305,17152,1004,cancelled,1
21322,17170,1005,cancelled,1
21373,17209,941,cancelled,1
21380,17214,251,cancelled,1
21384,17218,1006,cancelled,4
21392,17225,824,cancelled,1
21408,17240,1007,cancelled,1
21415,17245,616,cancelled,1
21419,17247,20,cancelled,1
21433,17255,838,cancelled,1
21435,17257,1008,cancelled,1
21447,17269,678,cancelled,1
21455,17279,846,cancelled,2
21457,17280,1009,cancelled,1
21459,17281,248,cancelled,1
21468,17291,1010,cancelled,1
21473,17295,475,cancelled,1
21478,17297,1011,cancelled,3
21479,17297,1012,cancelled,1
21488,17301,395,cancelled,1
21491,17304,1013,cancelled,1
21509,17318,1014,cancelled,2
21527,17344,1015,cancelled,1
21567,17379,1016,cancelled,1
21586,17394,310,cancelled,4
21589,17396,196,cancelled,1
21620,17423,1017,cancelled,1
21624,17425,904,cancelled,1
21636,17432,784,cancelled,1
21667,17455,36,cancelled,1
21669,17456,1018,cancelled,1
21717,17489,1019,cancelled,1
21737,17516,1020,cancelled,1
21766,17534,397,cancelled,1
21769,17535,537,cancelled,3
21774,17539,402,cancelled,1
21775,17539,188,cancelled,3
21776,17539,252,cancelled,2
21783,17545,802,cancelled,2
21803,17559,1021,cancelled,1
21822,17569,658,cancelled,2
21840,17579,431,cancelled,1
21850,17587,738,cancelled,1
21884,17612,1022,cancelled,1
21900,17624,261,cancelled,1
21958,17676,503,cancelled,1
21975,17690,178,cancelled,3
22014,17719,2,cancelled,1
22051,17743,316,cancelled,1
22062,17754,1023,cancelled,1
22071,17761,522,cancelled,1
22088,17775,602,cancelled,1
22131,17804,650,cancelled,2
22157,17829,880,cancelled,4
22162,17836,1024,cancelled,1
22185,17856,128,cancelled,1
22191,17859,1025,cancelled,2
22204,17873,64,cancelled,1
22216,17883,1026,cancelled,1
22223,17889,280,cancelled,3
22228,17892,1027,cancelled,1
22239,17898,727,cancelled,2
22240,17899,1028,cancelled,1
22241,17900,191,cancelled,1
22244,17900,191,cancelled,1
22256,17908,1027,cancelled,1
22266,17914,702,cancelled,1
22274,17920,783,cancelled,1
22298,17939,606,cancelled,1
22303,17944,191,cancelled,1
22310,17952,1029,cancelled,2
22343,17971,1030,cancelled,1
22364,17985,1031,cancelled,1
22379,17995,1032,cancelled,1
22388,18005,637,cancelled,1
22389,18005,1033,cancelled,2
22390,18005,1034,cancelled,1
22400,18014,1035,cancelled,1
22445,18054,1036,cancelled,1
22446,18054,944,cancelled,4
22465,18067,260,cancelled,2
22475,18076,23,cancelled,2
22485,18083,839,cancelled,1
22520,18108,431,cancelled,1
22521,18109,620,cancelled,1
22527,18114,13,cancelled,1
22543,18130,943,cancelled,1
22545,18131,1037,cancelled,4
22551,18135,719,cancelled,3
22552,18135,345,cancelled,4
22557,18139,15,cancelled,2
22559,18139,34,cancelled,1
22571,18148,1038,cancelled,3
22575,18151,773,cancelled,1
22580,18154,843,cancelled,2
22589,18160,1039,cancelled,2
22603,18172,834,cancelled,1
22608,18176,334,cancelled,1
22611,18178,1040,cancelled,2
22612,18179,313,cancelled,3
22629,18191,37,cancelled,1
22631,18194,1041,cancelled,2
22640,18198,1042,cancelled,3
22650,18204,1043,cancelled,1
22689,18235,250,cancelled,1
22692,18237,1044,cancelled,1
22701,18244,986,cancelled,1
22744,18275,1045,cancelled,2
22747,18277,84,cancelled,4
22748,18278,646,cancelled,1
22750,18281,1046,cancelled,1
22764,18288,1047,cancelled,1
22772,18294,1048,cancelled,2
22781,18299,1034,cancelled,2
22784,18301,772,cancelled,3
22792,18309,319,cancelled,1
22813,18326,1049,cancelled,1
22853,18354,1050,cancelled,1
22897,18389,1051,cancelled,1
22955,18441,1052,cancelled,1
22979,18461,1053,cancelled,1
22995,18472,794,cancelled,4
22998,18475,1054,cancelled,2
23001,18478,1055,cancelled,1
23003,18478,1056,cancelled,1
23016,18487,880,cancelled,4
23026,18493,233,cancelled,1
23048,18507,71,cancelled,3
23051,18510,115,cancelled,2
23075,18532,1026,cancelled,1
23076,18532,5,cancelled,3
23092,18545,190,cancelled,4
23095,18548,1057,cancelled,1
23097,18549,1058,cancelled,1
23133,18583,1059,cancelled,1
23155,18608,211,cancelled,1
23168,18620,1060,cancelled,1
23172,18626,1061,cancelled,2
23174,18626,1029,cancelled,1
23179,18629,1062,cancelled,1
23183,18631,1063,cancelled,1
23187,18636,28,cancelled,2
23218,18655,1064,cancelled,1
23225,18662,52,cancelled,2
23273,18693,1065,cancelled,2
23278,18696,1066,cancelled,1
23281,18699,1067,cancelled,1
23290,18710,353,cancelled,1
23325,18744,751,cancelled,1
23335,18753,28,cancelled,1
23342,18757,1068,cancelled,2
23350,18763,226,cancelled,1
23384,18790,646,cancelled,2
23417,18817,28,cancelled,1
23452,18855,943,cancelled,1
23458,18861,1069,cancelled,4
23466,18866,1070,cancelled,1
23468,18867,1071,cancelled,1
23477,18872,1072,cancelled,2
23495,18884,1012,cancelled,1
23502,18890,706,cancelled,1
23506,18894,388,cancelled,1
23520,18905,1069,cancelled,1
23522,18908,593,cancelled,1
23530,18913,320,cancelled,2
23560,18932,107,cancelled,1
23567,18937,424,cancelled,3
23627,18974,7,cancelled,1
23639,18984,530,cancelled,1
23642,18986,1073,cancelled,1
23646,18991,1074,cancelled,1
23649,18993,728,cancelled,2
23661,18998,583,cancelled,1
23702,19030,188,cancelled,3
23717,19040,581,cancelled,1
23754,19063,631,cancelled,2
23788,19086,244,cancelled,1
23834,19129,556,cancelled,1
23837,19132,949,cancelled,1
23844,19138,426,cancelled,2
23859,19149,1075,cancelled,1
23867,19153,821,cancelled,1
23871,19157,1076,cancelled,2
23877,19161,119,cancelled,1
23911,19193,954,cancelled,1
23935,19213,413,cancelled,1
23940,19217,797,cancelled,1
23943,19219,1077,cancelled,2
23945,19220,1078,cancelled,1
23957,19233,91,cancelled,1
23966,19243,77,cancelled,4
23983,19251,750,cancelled,1
23994,19259,784,cancelled,2
24007,19268,371,cancelled,1
24016,19275,1079,cancelled,3
24030,19287,1080,cancelled,2
24031,19288,176,cancelled,2
24033,19290,583,cancelled,1
24035,19291,1081,cancelled,2
24045,19300,757,cancelled,1
24046,19300,940,cancelled,1
24053,19305,712,cancelled,1
24070,19315,1082,cancelled,1
24080,19326,1083,cancelled,2
24128,19375,774,cancelled,1
24143,19381,1084,cancelled,1
24147,19385,233,cancelled,1
24173,19404,233,cancelled,1
24179,19405,1085,cancelled,2
24198,19416,852,cancelled,1
24203,19421,44,cancelled,2
24213,19430,1086,cancelled,2
24221,19436,143,cancelled,1
24225,19439,1087,cancelled,1
24231,19444,1088,cancelled,1
24249,19456,656,cancelled,1
24271,19470,900,cancelled,1
24274,19471,1089,cancelled,1
24276,19472,1090,cancelled,2
24292,19485,1027,cancelled,2
24305,19494,1091,cancelled,2
24354,19526,138,cancelled,4
24375,19559,1092,cancelled,2
24387,19570,741,cancelled,1
24394,19576,90,cancelled,1
24446,19618,1093,cancelled,1
24450,19622,444,cancelled,2
24451,19623,197,cancelled,1
24459,19630,41,cancelled,1
24476,19642,136,cancelled,2
24477,19642,52,cancelled,1
24513,19668,1094,cancelled,1
24535,19686,204,cancelled,2
24581,19722,681,cancelled,1
24618,19751,1095,cancelled,4
24621,19753,1096,cancelled,4
24631,19761,103,cancelled,1
24643,19770,1097,cancelled,1
24655,19776,375,cancelled,1
24662,19780,1098,cancelled,1
24663,19780,1099,cancelled,4
24705,19823,4,cancelled,1
