order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
12428,9977,Cancelled,F,2024-04-01 08:58:08+00:00,,,,1
12429,9979,Cancelled,F,2023-09-08 03:46:38+00:00,,,,1
12437,9986,Cancelled,F,2024-11-14 02:09:52+00:00,,,,1
12462,10002,Cancelled,F,2024-11-02 20:30:39+00:00,,,,1
12464,10003,Cancelled,F,2024-07-17 00:57:09+00:00,,,,3
12485,10020,Cancelled,F,2025-01-05 23:46:42+00:00,,,,1
12492,10026,Cancelled,F,2025-02-24 04:24:34+00:00,,,,1
12500,10032,Cancelled,F,2025-03-25 12:27:50+00:00,,,,1
12501,10032,Cancelled,F,2025-06-27 20:36:48+00:00,,,,2
12533,10058,Cancelled,F,2019-07-06 06:12:07+00:00,,,,1
12538,10064,Cancelled,F,2024-09-05 18:47:45+00:00,,,,4
12580,10102,Cancelled,F,2023-01-22 18:05:18+00:00,,,,1
12581,10102,Cancelled,F,2023-03-25 08:04:29+00:00,,,,1
12588,10107,Cancelled,F,2022-01-24 04:01:40+00:00,,,,2
12601,10119,Cancelled,F,2025-08-20 11:12:42+00:00,,,,1
12619,10135,Cancelled,F,2024-06-21 03:43:42+00:00,,,,1
12635,10147,Cancelled,F,2024-03-06 15:33:00+00:00,,,,2
12655,10159,Cancelled,F,2025-03-14 02:15:17+00:00,,,,2
12661,10165,Cancelled,F,2025-04-30 11:43:40+00:00,,,,1
12665,10168,Cancelled,F,2024-12-13 15:17:44+00:00,,,,3
12668,10168,Cancelled,F,2024-08-09 12:51:26+00:00,,,,2
12680,10178,Cancelled,F,2022-12-23 21:14:31+00:00,,,,1
12687,10186,Cancelled,F,2022-11-23 21:12:02+00:00,,,,2
12693,10189,Cancelled,F,2026-02-03 04:54:20+00:00,,,,1
12712,10199,Cancelled,F,2024-08-16 15:33:38+00:00,,,,1
12719,10204,Cancelled,F,2025-09-16 06:07:15+00:00,,,,1
12723,10210,Cancelled,F,2024-06-11 02:59:42+00:00,,,,1
12763,10238,Cancelled,F,2025-02-06 03:52:53+00:00,,,,1
12795,10259,Cancelled,F,2023-02-10 13:20:12+00:00,,,,1
12866,10304,Cancelled,F,2026-03-06 12:42:45+00:00,,,,1
12868,10304,Cancelled,F,2024-01-11 11:58:07+00:00,,,,1
12869,10304,Cancelled,F,2025-10-02 10:45:37+00:00,,,,1
12870,10305,Cancelled,F,2025-01-24 00:07:22+00:00,,,,1
12882,10317,Cancelled,F,2026-02-28 14:35:03+00:00,,,,1
12885,10319,Cancelled,F,2025-12-26 20:08:01+00:00,,,,1
12920,10344,Cancelled,F,2023-01-26 10:03:59+00:00,,,,1
12924,10345,Cancelled,F,2024-10-19 03:48:08+00:00,,,,2
12926,10349,Cancelled,F,2022-08-02 07:44:21+00:00,,,,1
12938,10363,Cancelled,F,2024-04-17 16:12:50+00:00,,,,2
12954,10373,Cancelled,F,2020-06-12 16:15:51+00:00,,,,1
12959,10376,Cancelled,F,2026-02-22 11:36:30+00:00,,,,1
12983,10394,Cancelled,F,2023-12-10 18:08:54+00:00,,,,2
12992,10399,Cancelled,F,2024-07-10 21:38:32+00:00,,,,3
13012,10412,Cancelled,F,2026-03-17 03:37:23.402490+00:00,,,,2
13019,10420,Cancelled,F,2023-07-01 08:57:07+00:00,,,,3
13028,10426,Cancelled,F,2025-07-25 17:09:47+00:00,,,,1
13029,10427,Cancelled,F,2024-01-07 06:47:58+00:00,,,,2
13031,10430,Cancelled,F,2025-04-11 05:37:02+00:00,,,,1
13043,10438,Cancelled,F,2026-03-05 14:11:09+00:00,,,,4
13046,10442,Cancelled,F,2023-07-29 08:22:11+00:00,,,,1
13058,10446,Cancelled,F,2023-03-01 23:28:07+00:00,,,,1
13063,10454,Cancelled,F,2025-09-22 02:37:22+00:00,,,,1
13068,10459,Cancelled,F,2023-10-28 21:02:31+00:00,,,,1
13080,10468,Cancelled,F,2024-09-10 01:45:00+00:00,,,,1
13081,10468,Cancelled,F,2020-09-03 16:52:52+00:00,,,,1
13084,10470,Cancelled,F,2025-06-02 07:08:13+00:00,,,,1
13123,10499,Cancelled,F,2025-06-23 06:09:07+00:00,,,,1
13152,10519,Cancelled,F,2023-09-25 10:04:58+00:00,,,,2
13157,10523,Cancelled,F,2025-06-04 13:00:53+00:00,,,,2
13161,10527,Cancelled,F,2023-02-23 04:06:59+00:00,,,,1
13168,10534,Cancelled,F,2023-12-24 04:35:26+00:00,,,,1
13206,10553,Cancelled,F,2025-10-03 08:29:25+00:00,,,,1
13207,10554,Cancelled,F,2024-12-04 04:49:35+00:00,,,,1
13212,10556,Cancelled,F,2025-03-27 02:11:55+00:00,,,,4
13217,10561,Cancelled,F,2022-12-17 07:19:01+00:00,,,,1
13222,10564,Cancelled,F,2025-01-23 06:04:04+00:00,,,,2
13225,10566,Cancelled,F,2026-03-12 06:22:53+00:00,,,,1
13235,10576,Cancelled,F,2025-01-25 18:08:16+00:00,,,,1
13243,10584,Cancelled,F,2025-12-31 08:42:46+00:00,,,,1
13246,10588,Cancelled,F,2021-06-03 22:44:42+00:00,,,,1
13248,10589,Cancelled,F,2026-01-23 04:44:57+00:00,,,,1
13264,10603,Cancelled,F,2025-12-08 06:41:45+00:00,,,,3
13286,10617,Cancelled,F,2023-07-22 05:37:00+00:00,,,,1
13292,10623,Cancelled,F,2024-10-14 21:19:56+00:00,,,,1
13299,10628,Cancelled,F,2025-07-02 20:01:15+00:00,,,,1
13301,10629,Cancelled,F,2026-03-17 09:07:13.099715+00:00,,,,1
13306,10634,Cancelled,F,2025-10-06 05:44:41+00:00,,,,1
13312,10637,Cancelled,F,2022-01-31 20:25:47+00:00,,,,1
13326,10647,Cancelled,F,2024-04-30 18:11:54+00:00,,,,2
13340,10657,Cancelled,F,2026-03-04 19:03:45+00:00,,,,1
13342,10659,Cancelled,F,2025-04-02 06:59:48+00:00,,,,1
13352,10669,Cancelled,F,2026-02-24 09:43:02+00:00,,,,1
13356,10672,Cancelled,F,2026-02-09 05:25:05+00:00,,,,1
13361,10676,Cancelled,F,2026-03-18 20:12:13.080944+00:00,,,,1
13380,10690,Cancelled,F,2021-04-21 06:44:54+00:00,,,,1
13398,10705,Cancelled,F,2025-12-24 11:09:41+00:00,,,,4
13402,10711,Cancelled,F,2023-01-03 20:30:56+00:00,,,,1
13403,10712,Cancelled,F,2025-09-15 19:18:27+00:00,,,,1
13413,10721,Cancelled,F,2025-07-18 16:53:00+00:00,,,,1
13416,10724,Cancelled,F,2023-10-02 23:43:46+00:00,,,,1
13446,10751,Cancelled,F,2024-09-22 10:51:51+00:00,,,,2
13481,10780,Cancelled,F,2024-09-28 18:31:26+00:00,,,,1
13489,10789,Cancelled,F,2026-01-28 22:37:01+00:00,,,,2
13495,10794,Cancelled,F,2025-11-27 03:27:31+00:00,,,,1
13500,10797,Cancelled,F,2022-08-26 03:35:51+00:00,,,,1
13505,10800,Cancelled,F,2020-06-10 02:45:29+00:00,,,,1
13535,10823,Cancelled,F,2022-12-22 12:39:13+00:00,,,,1
13536,10823,Cancelled,F,2019-12-11 01:13:37+00:00,,,,1
13543,10826,Cancelled,F,2023-06-14 18:49:36+00:00,,,,3
13549,10833,Cancelled,F,2026-01-08 02:39:20+00:00,,,,1
13554,10834,Cancelled,F,2021-08-12 16:34:33+00:00,,,,1
13560,10838,Cancelled,F,2025-11-01 23:33:27+00:00,,,,1
13587,10866,Cancelled,F,2025-03-07 23:27:30+00:00,,,,1
13639,10906,Cancelled,F,2026-01-04 01:07:24+00:00,,,,1
13641,10907,Cancelled,F,2022-05-03 08:52:00+00:00,,,,4
13651,10912,Cancelled,F,2022-12-02 04:26:25+00:00,,,,1
13664,10919,Cancelled,F,2025-08-12 15:42:38+00:00,,,,1
13665,10919,Cancelled,F,2025-05-07 02:35:27+00:00,,,,2
13677,10931,Cancelled,F,2020-06-24 07:45:51+00:00,,,,1
13680,10933,Cancelled,F,2026-01-03 09:19:45+00:00,,,,3
13706,10953,Cancelled,F,2024-10-02 20:49:27+00:00,,,,4
13708,10953,Cancelled,F,2024-04-05 12:50:27+00:00,,,,1
13720,10965,Cancelled,F,2024-06-26 02:43:09+00:00,,,,2
13730,10975,Cancelled,F,2022-10-07 20:22:54+00:00,,,,2
13745,10981,Cancelled,F,2019-12-12 02:14:16+00:00,,,,1
13746,10982,Cancelled,F,2025-11-08 18:26:12+00:00,,,,1
13750,10985,Cancelled,F,2025-09-15 17:48:59+00:00,,,,1
13816,11050,Cancelled,F,2025-04-27 06:57:02+00:00,,,,1
13828,11062,Cancelled,F,2024-08-04 09:29:09+00:00,,,,4
13829,11062,Cancelled,F,2025-01-02 08:40:36+00:00,,,,2
13845,11079,Cancelled,F,2026-01-01 12:19:56+00:00,,,,1
13848,11079,Cancelled,F,2025-11-20 19:38:51+00:00,,,,2
13861,11087,Cancelled,F,2025-09-17 11:23:41+00:00,,,,2
13864,11088,Cancelled,F,2023-11-14 06:53:23+00:00,,,,1
13871,11092,Cancelled,F,2024-08-26 05:26:00+00:00,,,,2
13922,11136,Cancelled,F,2025-08-10 19:35:52+00:00,,,,1
13930,11144,Cancelled,F,2025-01-15 06:06:20+00:00,,,,1
13964,11178,Cancelled,F,2025-06-07 00:57:56+00:00,,,,1
13983,11196,Cancelled,F,2022-11-29 02:00:05+00:00,,,,1
14011,11218,Cancelled,F,2023-02-02 06:12:43+00:00,,,,1
14019,11224,Cancelled,F,2022-04-22 14:34:12+00:00,,,,1
14032,11234,Cancelled,F,2025-10-27 09:39:06+00:00,,,,4
14038,11243,Cancelled,F,2024-04-04 23:02:16+00:00,,,,2
14040,11244,Cancelled,F,2026-03-05 15:26:16+00:00,,,,1
14041,11244,Cancelled,F,2026-03-14 21:48:26+00:00,,,,1
14048,11248,Cancelled,F,2026-03-17 23:41:10.000300+00:00,,,,4
14049,11248,Cancelled,F,2026-03-17 17:24:59.000300+00:00,,,,1
14065,11261,Cancelled,F,2025-12-25 07:00:05+00:00,,,,1
14083,11274,Cancelled,F,2025-01-22 17:13:03+00:00,,,,2
14089,11278,Cancelled,F,2025-05-26 15:32:13+00:00,,,,1
14094,11283,Cancelled,F,2026-03-18 10:50:41.732376+00:00,,,,1
14095,11283,Cancelled,F,2026-03-17 23:51:16.732376+00:00,,,,2
14106,11297,Cancelled,F,2025-11-15 07:40:42+00:00,,,,1
14119,11305,Cancelled,F,2022-02-13 13:52:27+00:00,,,,2
14121,11307,Cancelled,F,2026-03-08 08:17:17+00:00,,,,1
14124,11311,Cancelled,F,2023-12-07 22:46:26+00:00,,,,4
14125,11311,Cancelled,F,2023-06-24 10:22:18+00:00,,,,1
14127,11314,Cancelled,F,2025-04-22 02:16:13+00:00,,,,1
14129,11314,Cancelled,F,2025-12-11 14:23:06+00:00,,,,1
14147,11330,Cancelled,F,2024-01-13 07:35:42+00:00,,,,2
14180,11365,Cancelled,F,2025-04-10 20:12:22+00:00,,,,1
14192,11372,Cancelled,F,2024-07-06 13:05:17+00:00,,,,1
14234,11402,Cancelled,F,2022-09-25 06:29:01+00:00,,,,1
14238,11408,Cancelled,F,2024-09-28 19:01:17+00:00,,,,1
14268,11440,Cancelled,F,2024-08-28 23:20:37+00:00,,,,1
14271,11443,Cancelled,F,2024-12-27 06:49:36+00:00,,,,1
14287,11458,Cancelled,F,2025-07-10 05:58:36+00:00,,,,4
14290,11461,Cancelled,F,2025-07-29 02:05:04+00:00,,,,1
14294,11466,Cancelled,F,2024-08-08 18:18:29+00:00,,,,1
14296,11468,Cancelled,F,2022-09-28 21:25:32+00:00,,,,3
14316,11481,Cancelled,F,2025-08-05 19:07:20+00:00,,,,1
14320,11485,Cancelled,F,2025-06-02 14:12:19+00:00,,,,1
14326,11489,Cancelled,F,2019-05-15 20:43:01+00:00,,,,1
14340,11501,Cancelled,F,2024-02-13 06:36:26+00:00,,,,1
14367,11524,Cancelled,F,2022-06-03 16:19:59+00:00,,,,1
14378,11532,Cancelled,F,2025-04-16 05:23:48+00:00,,,,2
14380,11534,Cancelled,F,2022-11-25 00:23:35+00:00,,,,1
14426,11565,Cancelled,F,2025-08-09 23:39:56+00:00,,,,1
14442,11581,Cancelled,F,2025-07-26 13:46:05+00:00,,,,2
14444,11583,Cancelled,F,2024-10-03 15:06:30+00:00,,,,1
14469,11598,Cancelled,F,2025-09-03 07:52:09+00:00,,,,2
14496,11615,Cancelled,F,2024-12-20 18:03:46+00:00,,,,4
14503,11618,Cancelled,F,2025-07-09 20:24:14+00:00,,,,2
14513,11628,Cancelled,F,2025-01-02 09:12:29+00:00,,,,1
14543,11654,Cancelled,F,2024-08-17 02:39:23+00:00,,,,1
14553,11663,Cancelled,F,2026-03-09 22:17:38+00:00,,,,1
14554,11663,Cancelled,F,2025-04-26 11:43:56+00:00,,,,1
14616,11717,Cancelled,F,2026-01-26 06:38:37+00:00,,,,1
14637,11733,Cancelled,F,2026-02-15 01:30:49+00:00,,,,1
14687,11768,Cancelled,F,2026-03-05 21:03:19+00:00,,,,1
14707,11785,Cancelled,F,2025-08-11 15:02:34+00:00,,,,1
14711,11787,Cancelled,F,2025-09-25 16:48:27+00:00,,,,3
14712,11787,Cancelled,F,2026-02-13 03:54:31+00:00,,,,1
14715,11789,Cancelled,F,2021-12-01 21:48:22+00:00,,,,2
14726,11799,Cancelled,F,2023-01-21 20:44:37+00:00,,,,3
14728,11802,Cancelled,F,2024-07-20 08:56:57+00:00,,,,3
14770,11833,Cancelled,F,2025-02-23 05:33:49+00:00,,,,1
14799,11851,Cancelled,F,2025-03-15 04:47:50+00:00,,,,3
14800,11853,Cancelled,F,2022-09-07 13:45:59+00:00,,,,3
14812,11865,Cancelled,F,2025-06-05 16:10:39+00:00,,,,2
14824,11875,Cancelled,F,2023-03-20 02:45:34+00:00,,,,1
14830,11880,Cancelled,F,2020-09-07 16:47:16+00:00,,,,3
14833,11883,Cancelled,F,2025-04-24 21:18:14+00:00,,,,3
14834,11884,Cancelled,F,2023-03-03 20:25:12+00:00,,,,1
14869,11908,Cancelled,F,2024-11-06 10:10:57+00:00,,,,2
14874,11910,Cancelled,F,2025-12-24 14:23:55+00:00,,,,1
14883,11916,Cancelled,F,2026-01-15 16:01:36+00:00,,,,1
14891,11919,Cancelled,F,2024-09-11 17:51:40+00:00,,,,2
14914,11939,Cancelled,F,2024-06-13 20:29:22+00:00,,,,1
14915,11939,Cancelled,F,2025-07-29 13:50:01+00:00,,,,2
14916,11940,Cancelled,F,2020-12-31 04:31:13+00:00,,,,1
14920,11943,Cancelled,F,2020-05-20 23:46:14+00:00,,,,1
14927,11949,Cancelled,F,2025-12-04 23:54:43+00:00,,,,1
14954,11979,Cancelled,F,2024-01-07 13:34:36+00:00,,,,1
14955,11981,Cancelled,F,2026-01-18 15:32:00+00:00,,,,1
14960,11984,Cancelled,F,2024-11-05 16:50:17+00:00,,,,2
14967,11988,Cancelled,F,2025-02-23 21:29:36+00:00,,,,4
14970,11990,Cancelled,F,2024-09-23 03:28:53+00:00,,,,1
14973,11993,Cancelled,F,2026-01-20 04:45:09+00:00,,,,3
14978,11998,Cancelled,F,2025-10-03 21:22:13+00:00,,,,1
14991,12006,Cancelled,F,2022-03-16 21:39:54+00:00,,,,2
15000,12013,Cancelled,F,2026-02-10 20:30:33+00:00,,,,1
15015,12026,Cancelled,F,2024-09-01 09:39:27+00:00,,,,1
15021,12030,Cancelled,F,2025-05-09 10:00:44+00:00,,,,1
15033,12037,Cancelled,F,2023-03-25 19:15:08+00:00,,,,2
15050,12057,Cancelled,F,2024-07-18 16:25:14+00:00,,,,2
15053,12060,Cancelled,F,2026-01-27 20:39:37+00:00,,,,1
15061,12067,Cancelled,F,2023-05-17 19:06:38+00:00,,,,1
15107,12105,Cancelled,F,2020-09-17 11:31:40+00:00,,,,1
15121,12113,Cancelled,F,2023-03-05 06:26:49+00:00,,,,1
15122,12113,Cancelled,F,2023-06-21 11:22:59+00:00,,,,1
15129,12117,Cancelled,F,2024-01-08 19:48:58+00:00,,,,1
15147,12132,Cancelled,F,2022-06-12 01:13:53+00:00,,,,2
15184,12164,Cancelled,F,2021-02-07 11:03:45+00:00,,,,1
15190,12171,Cancelled,F,2025-08-12 10:28:30+00:00,,,,1
15225,12195,Cancelled,F,2026-03-17 10:09:49+00:00,,,,2
15241,12205,Cancelled,F,2026-03-17 17:42:00.156956+00:00,,,,1
15271,12233,Cancelled,F,2026-03-18 20:09:15.749983+00:00,,,,1
15282,12241,Cancelled,F,2025-11-18 10:49:43+00:00,,,,2
15313,12270,Cancelled,F,2020-10-14 10:50:30+00:00,,,,1
15319,12275,Cancelled,F,2025-10-06 04:46:06+00:00,,,,1
15320,12275,Cancelled,F,2025-09-22 11:01:38+00:00,,,,2
15335,12294,Cancelled,F,2021-10-01 07:53:57+00:00,,,,4
15339,12296,Cancelled,F,2020-06-24 02:37:17+00:00,,,,1
15389,12335,Cancelled,F,2024-10-01 05:05:34+00:00,,,,1
15421,12362,Cancelled,F,2024-11-11 11:42:58+00:00,,,,3
15435,12370,Cancelled,F,2022-11-20 21:52:32+00:00,,,,1
15444,12381,Cancelled,F,2019-10-01 02:28:01+00:00,,,,1
15446,12382,Cancelled,F,2023-07-04 07:23:33+00:00,,,,1
15453,12388,Cancelled,F,2026-01-05 20:49:59+00:00,,,,2
15466,12401,Cancelled,F,2023-12-11 04:49:18+00:00,,,,2
15472,12403,Cancelled,F,2026-01-16 16:35:57+00:00,,,,1
15475,12405,Cancelled,F,2022-01-15 17:20:02+00:00,,,,2
15476,12405,Cancelled,F,2021-08-22 09:11:20+00:00,,,,1
15479,12407,Cancelled,F,2025-11-03 23:32:32+00:00,,,,1
15480,12407,Cancelled,F,2023-07-08 23:40:34+00:00,,,,1
15488,12415,Cancelled,F,2024-10-27 03:26:36+00:00,,,,1
15528,12451,Cancelled,F,2025-09-03 05:31:57+00:00,,,,1
15561,12472,Cancelled,F,2024-11-01 13:19:54+00:00,,,,1
15582,12486,Cancelled,F,2026-03-18 19:53:58.151693+00:00,,,,1
15615,12512,Cancelled,F,2024-12-27 17:32:14+00:00,,,,2
15653,12542,Cancelled,F,2026-01-20 23:14:44+00:00,,,,1
15656,12544,Cancelled,F,2024-09-07 16:10:49+00:00,,,,4
15658,12544,Cancelled,F,2025-02-22 15:19:49+00:00,,,,2
15672,12555,Cancelled,F,2026-02-28 08:04:22+00:00,,,,1
15675,12557,Cancelled,F,2023-10-14 14:42:47+00:00,,,,1
15698,12575,Cancelled,F,2023-04-15 09:57:35+00:00,,,,1
15705,12585,Cancelled,F,2022-10-21 04:59:35+00:00,,,,1
15750,12627,Cancelled,F,2019-07-02 13:13:31+00:00,,,,2
15776,12641,Cancelled,F,2024-08-29 13:44:20+00:00,,,,2
15779,12645,Cancelled,F,2025-04-01 10:18:01+00:00,,,,1
15781,12646,Cancelled,F,2023-06-13 22:58:21+00:00,,,,1
15809,12673,Cancelled,F,2023-05-05 17:02:47+00:00,,,,4
15820,12681,Cancelled,F,2024-04-05 10:17:36+00:00,,,,1
15830,12688,Cancelled,F,2025-04-24 05:47:28+00:00,,,,1
15845,12699,Cancelled,F,2025-10-23 07:08:40+00:00,,,,1
15853,12705,Cancelled,F,2020-02-27 20:01:24+00:00,,,,4
15892,12731,Cancelled,F,2021-03-21 12:50:36+00:00,,,,1
15898,12734,Cancelled,F,2023-04-07 00:01:58+00:00,,,,1
15915,12745,Cancelled,F,2023-05-09 06:59:22+00:00,,,,1
15948,12773,Cancelled,F,2025-02-18 05:19:03+00:00,,,,1
15954,12777,Cancelled,F,2024-03-19 04:58:12+00:00,,,,1
16010,12818,Cancelled,F,2021-12-19 11:04:45+00:00,,,,1
16011,12818,Cancelled,F,2023-08-30 23:53:55+00:00,,,,2
16014,12821,Cancelled,F,2025-06-03 00:06:04+00:00,,,,1
16041,12841,Cancelled,F,2023-07-08 21:22:02+00:00,,,,1
16049,12846,Cancelled,F,2025-09-02 06:16:27+00:00,,,,2
16059,12857,Cancelled,F,2024-05-27 07:35:24+00:00,,,,1
16087,12878,Cancelled,F,2025-11-05 17:21:00+00:00,,,,1
16096,12885,Cancelled,F,2025-03-05 20:42:39+00:00,,,,1
16097,12886,Cancelled,F,2023-12-24 17:46:21+00:00,,,,1
16099,12887,Cancelled,F,2020-09-01 17:28:52+00:00,,,,1
16108,12899,Cancelled,F,2024-06-17 19:00:46+00:00,,,,2
16113,12906,Cancelled,F,2026-01-15 06:55:35+00:00,,,,1
16123,12918,Cancelled,F,2025-11-12 04:58:18+00:00,,,,3
16138,12932,Cancelled,F,2023-10-12 19:33:49+00:00,,,,4
16143,12935,Cancelled,F,2025-05-10 00:59:50+00:00,,,,1
16145,12937,Cancelled,F,2026-02-14 10:07:23+00:00,,,,1
16146,12938,Cancelled,F,2026-01-22 01:33:54+00:00,,,,1
16160,12952,Cancelled,F,2025-10-04 19:27:09+00:00,,,,1
16168,12956,Cancelled,F,2025-10-27 16:27:03+00:00,,,,1
16172,12959,Cancelled,F,2022-05-07 14:07:11+00:00,,,,1
16185,12970,Cancelled,F,2026-02-18 17:39:04+00:00,,,,4
16232,13013,Cancelled,F,2025-01-09 02:59:12+00:00,,,,2
16245,13019,Cancelled,F,2026-02-24 13:40:52+00:00,,,,1
16246,13021,Cancelled,F,2025-06-17 15:55:54+00:00,,,,1
16270,13041,Cancelled,F,2023-11-24 06:25:37+00:00,,,,1
16296,13063,Cancelled,F,2025-04-09 20:54:39+00:00,,,,1
16300,13067,Cancelled,F,2021-02-17 22:13:45+00:00,,,,1
16312,13077,Cancelled,F,2022-05-27 03:22:19+00:00,,,,1
16320,13083,Cancelled,F,2022-09-20 09:39:19+00:00,,,,1
16373,13125,Cancelled,F,2022-06-05 11:56:26+00:00,,,,2
16382,13132,Cancelled,F,2025-03-12 11:58:31+00:00,,,,1
16388,13137,Cancelled,F,2025-09-16 08:28:11+00:00,,,,1
16399,13147,Cancelled,F,2025-06-09 01:12:13+00:00,,,,2
16421,13164,Cancelled,F,2023-11-20 02:35:46+00:00,,,,2
16429,13175,Cancelled,F,2024-02-17 11:26:08+00:00,,,,4
16430,13175,Cancelled,F,2024-05-22 12:44:15+00:00,,,,2
16449,13191,Cancelled,F,2025-01-28 14:45:33+00:00,,,,1
16451,13194,Cancelled,F,2026-03-15 12:33:06+00:00,,,,1
16496,13231,Cancelled,F,2024-10-05 01:56:40+00:00,,,,1
16497,13232,Cancelled,F,2022-08-28 21:27:10+00:00,,,,3
16509,13243,Cancelled,F,2022-11-06 18:21:42+00:00,,,,1
16536,13263,Cancelled,F,2022-11-18 07:40:25+00:00,,,,1
16542,13272,Cancelled,F,2025-07-02 08:48:05+00:00,,,,1
16561,13287,Cancelled,F,2026-03-07 11:45:46+00:00,,,,2
16565,13289,Cancelled,F,2023-12-05 07:47:51+00:00,,,,1
16568,13292,Cancelled,F,2025-09-15 12:36:36+00:00,,,,1
16601,13319,Cancelled,F,2025-01-22 06:45:03+00:00,,,,3
16606,13324,Cancelled,F,2025-09-24 10:06:19+00:00,,,,1
16613,13329,Cancelled,F,2022-12-13 08:30:22+00:00,,,,1
16614,13329,Cancelled,F,2023-04-27 01:28:43+00:00,,,,1
16620,13334,Cancelled,F,2024-07-01 14:30:21+00:00,,,,2
16654,13370,Cancelled,F,2024-09-16 12:21:36+00:00,,,,1
16680,13392,Cancelled,F,2024-03-05 11:03:56+00:00,,,,1
16681,13392,Cancelled,F,2026-01-12 16:59:43+00:00,,,,2
16698,13406,Cancelled,F,2024-02-27 05:47:25+00:00,,,,1
16699,13406,Cancelled,F,2025-08-06 07:20:47+00:00,,,,1
16709,13412,Cancelled,F,2025-01-10 14:22:58+00:00,,,,4
16727,13427,Cancelled,F,2026-03-15 23:45:23.057988+00:00,,,,2
16732,13430,Cancelled,F,2026-02-10 06:00:52+00:00,,,,1
16738,13437,Cancelled,F,2025-11-05 10:22:43+00:00,,,,1
16761,13454,Cancelled,F,2024-11-22 07:40:05+00:00,,,,1
16786,13473,Cancelled,F,2024-08-28 06:54:36+00:00,,,,1
16789,13476,Cancelled,F,2022-12-20 11:31:35+00:00,,,,1
16803,13486,Cancelled,F,2026-01-06 23:22:29+00:00,,,,3
16829,13509,Cancelled,F,2025-03-09 09:20:33+00:00,,,,1
16852,13529,Cancelled,F,2025-11-05 02:11:49+00:00,,,,2
16870,13541,Cancelled,F,2024-05-02 16:47:11+00:00,,,,1
16914,13591,Cancelled,F,2025-06-21 15:35:07+00:00,,,,2
16942,13612,Cancelled,F,2024-11-01 02:53:01+00:00,,,,1
16943,13616,Cancelled,F,2025-02-24 07:15:09+00:00,,,,1
16962,13632,Cancelled,F,2025-07-19 10:54:13+00:00,,,,1
16964,13632,Cancelled,F,2025-05-07 04:04:07+00:00,,,,1
16966,13634,Cancelled,F,2024-02-03 08:14:54+00:00,,,,1
16970,13639,Cancelled,F,2026-03-08 11:18:41+00:00,,,,1
16977,13643,Cancelled,F,2024-06-12 08:45:46+00:00,,,,2
16992,13653,Cancelled,F,2024-03-03 05:35:45+00:00,,,,1
17001,13659,Cancelled,F,2022-12-01 14:42:55+00:00,,,,2
17022,13676,Cancelled,F,2025-02-05 22:28:28+00:00,,,,2
17031,13683,Cancelled,F,2021-07-18 12:10:09+00:00,,,,1
17045,13694,Cancelled,F,2022-02-05 23:03:47+00:00,,,,1
17046,13695,Cancelled,F,2025-01-22 22:15:39+00:00,,,,2
17067,13710,Cancelled,F,2021-06-06 14:29:30+00:00,,,,1
17085,13723,Cancelled,F,2025-12-10 20:53:35+00:00,,,,2
17104,13738,Cancelled,F,2025-03-06 22:39:49+00:00,,,,1
17127,13751,Cancelled,F,2025-10-09 12:57:54+00:00,,,,1
17130,13753,Cancelled,F,2026-01-20 23:30:12+00:00,,,,1
17152,13765,Cancelled,F,2025-12-07 02:32:14+00:00,,,,1
17157,13767,Cancelled,F,2023-11-13 12:27:03+00:00,,,,1
17166,13774,Cancelled,F,2024-11-13 20:37:14+00:00,,,,1
17176,13782,Cancelled,F,2022-04-29 05:33:37+00:00,,,,1
17189,13790,Cancelled,F,2026-01-20 10:58:20+00:00,,,,1
17192,13791,Cancelled,F,2026-03-17 22:08:26.623587+00:00,,,,1
17221,13812,Cancelled,F,2021-08-23 23:33:51+00:00,,,,1
17229,13820,Cancelled,F,2022-11-18 00:11:12+00:00,,,,1
17230,13821,Cancelled,F,2025-07-17 22:53:39+00:00,,,,1
17236,13828,Cancelled,F,2025-08-07 10:19:13+00:00,,,,4
17249,13842,Cancelled,F,2026-03-04 00:21:20+00:00,,,,2
17257,13844,Cancelled,F,2025-10-14 07:34:02+00:00,,,,1
17293,13875,Cancelled,F,2022-10-01 14:19:04+00:00,,,,1
17294,13876,Cancelled,F,2022-12-10 04:49:11+00:00,,,,1
17313,13891,Cancelled,F,2020-07-12 02:46:37+00:00,,,,2
17358,13926,Cancelled,F,2023-02-09 12:21:21+00:00,,,,1
17360,13927,Cancelled,F,2024-03-25 22:09:31+00:00,,,,1
17371,13935,Cancelled,F,2025-07-06 21:52:26+00:00,,,,1
17397,13958,Cancelled,F,2026-01-25 19:16:31+00:00,,,,2
17398,13961,Cancelled,F,2025-09-26 14:51:14+00:00,,,,1
17403,13965,Cancelled,F,2026-01-27 14:47:06+00:00,,,,1
17414,13971,Cancelled,F,2022-10-14 10:38:44+00:00,,,,1
17432,13985,Cancelled,F,2022-12-06 15:37:41+00:00,,,,2
17436,13989,Cancelled,F,2025-04-01 09:55:21+00:00,,,,1
17440,13993,Cancelled,F,2022-11-16 00:17:28+00:00,,,,1
17442,13994,Cancelled,F,2025-05-20 10:45:24+00:00,,,,1
17450,13999,Cancelled,F,2024-06-08 12:41:01+00:00,,,,1
17470,14019,Cancelled,F,2024-07-23 13:28:44+00:00,,,,1
